danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.745,0.527,6,-8.09,1,0.0786,0.571,0.0,0.11,0.385,95.034,audio_features,6HpDKKSDZ8QpSHfikENIBC,spotify:track:6HpDKKSDZ8QpSHfikENIBC,https://api.spotify.com/v1/tracks/6HpDKKSDZ8QpSHfikENIBC,https://api.spotify.com/v1/audio-analysis/6HpDKKSDZ8QpSHfikENIBC,282629,4
0.494,0.302,7,-7.221,1,0.0345,0.973,9.95e-05,0.154,0.364,187.876,audio_features,7En09qd0YkvVkWPoZ6jqmz,spotify:track:7En09qd0YkvVkWPoZ6jqmz,https://api.spotify.com/v1/tracks/7En09qd0YkvVkWPoZ6jqmz,https://api.spotify.com/v1/audio-analysis/7En09qd0YkvVkWPoZ6jqmz,235532,4
0.859,0.376,4,-8.939,1,0.0418,0.742,1.28e-06,0.0811,0.775,104.976,audio_features,6SiY1vkpF4rXHgTJjkDHET,spotify:track:6SiY1vkpF4rXHgTJjkDHET,https://api.spotify.com/v1/tracks/6SiY1vkpF4rXHgTJjkDHET,https://api.spotify.com/v1/audio-analysis/6SiY1vkpF4rXHgTJjkDHET,242231,4
0.855,0.334,5,-11.596,1,0.0409,0.303,0.00149,0.115,0.693,104.98,audio_features,20cIFG1whmz41gLMJK30MS,spotify:track:20cIFG1whmz41gLMJK30MS,https://api.spotify.com/v1/tracks/20cIFG1whmz41gLMJK30MS,https://api.spotify.com/v1/audio-analysis/20cIFG1whmz41gLMJK30MS,351415,4
0.687,0.495,9,-10.036,1,0.345,0.754,0.0,0.251,0.51,77.407,audio_features,0g1lSO4QxUCoxpVp0xvDmD,spotify:track:0g1lSO4QxUCoxpVp0xvDmD,https://api.spotify.com/v1/tracks/0g1lSO4QxUCoxpVp0xvDmD,https://api.spotify.com/v1/audio-analysis/0g1lSO4QxUCoxpVp0xvDmD,162102,4
0.325,0.195,7,-12.306,1,0.0327,0.822,0.0,0.138,0.518,81.465,audio_features,3A66xi3aLPuqAFvkRNrpry,spotify:track:3A66xi3aLPuqAFvkRNrpry,https://api.spotify.com/v1/tracks/3A66xi3aLPuqAFvkRNrpry,https://api.spotify.com/v1/audio-analysis/3A66xi3aLPuqAFvkRNrpry,232100,4
0.555,0.406,8,-6.238,1,0.0307,0.92,0.0,0.323,0.123,119.956,audio_features,5m6oe6saYJkVSbouNrNfUw,spotify:track:5m6oe6saYJkVSbouNrNfUw,https://api.spotify.com/v1/tracks/5m6oe6saYJkVSbouNrNfUw,https://api.spotify.com/v1/audio-analysis/5m6oe6saYJkVSbouNrNfUw,316866,4
0.885,0.363,2,-10.672,1,0.0329,0.757,1.92e-05,0.0739,0.571,100.005,audio_features,4JsSWsJphACIMkfil0xfrT,spotify:track:4JsSWsJphACIMkfil0xfrT,https://api.spotify.com/v1/tracks/4JsSWsJphACIMkfil0xfrT,https://api.spotify.com/v1/audio-analysis/4JsSWsJphACIMkfil0xfrT,230475,4
0.4,0.542,9,-6.39,0,0.0976,0.755,0.000295,0.302,0.428,80.845,audio_features,1IQYLc4VzW0L6kUa9pySoQ,spotify:track:1IQYLc4VzW0L6kUa9pySoQ,https://api.spotify.com/v1/tracks/1IQYLc4VzW0L6kUa9pySoQ,https://api.spotify.com/v1/audio-analysis/1IQYLc4VzW0L6kUa9pySoQ,205301,4
0.46,0.204,1,-11.082,1,0.038,0.881,0.000721,0.12,0.287,143.398,audio_features,5juiUHT5HSYUexbmPIVeOV,spotify:track:5juiUHT5HSYUexbmPIVeOV,https://api.spotify.com/v1/tracks/5juiUHT5HSYUexbmPIVeOV,https://api.spotify.com/v1/audio-analysis/5juiUHT5HSYUexbmPIVeOV,290609,4
0.565,0.624,2,-5.715,0,0.0297,0.229,4.69e-05,0.124,0.246,103.96,audio_features,2oEi9mqbQFJSuS2Wny7bfp,spotify:track:2oEi9mqbQFJSuS2Wny7bfp,https://api.spotify.com/v1/tracks/2oEi9mqbQFJSuS2Wny7bfp,https://api.spotify.com/v1/audio-analysis/2oEi9mqbQFJSuS2Wny7bfp,220344,4
0.49,0.257,0,-9.31,1,0.0379,0.827,0.0,0.0995,0.459,141.174,audio_features,6ysT53QrtjbIEv2s10Mwsm,spotify:track:6ysT53QrtjbIEv2s10Mwsm,https://api.spotify.com/v1/tracks/6ysT53QrtjbIEv2s10Mwsm,https://api.spotify.com/v1/audio-analysis/6ysT53QrtjbIEv2s10Mwsm,219495,4
0.589,0.108,3,-22.765,1,0.0406,0.811,2.12e-06,0.209,0.311,116.065,audio_features,0xCvJlMn4SnJNJ2dFbvYU0,spotify:track:0xCvJlMn4SnJNJ2dFbvYU0,https://api.spotify.com/v1/tracks/0xCvJlMn4SnJNJ2dFbvYU0,https://api.spotify.com/v1/audio-analysis/0xCvJlMn4SnJNJ2dFbvYU0,284672,4
